day
"0,300,6,160,1,65,16,45,8,370,16,65,6,45,10,30,10,180,0,180"
"0,180,1,30,9,45,6,15,2,30,16,60,3,180,16,60,15,60,10,60,2,30,10,60,4,210,2,60,10,20,0,340"
"0,60,1,30,6,25,2,25,16,40,3,360,2,60,4,120,3,120,16,30,10,90,6,30,2,30,9,60,1,30,10,30,0,300"
"0,65,1,55,16,120,3,240,11,120,16,240,6,30,2,270,0,300"
"0,100,1,50,2,40,16,110,8,300,2,30,16,30,4,180,16,90,2,90,4,120,0,300"
"0,240,6,30,16,30,3,120,12,120,3,120,6,60,8,180,16,60,9,60,6,60,1,30,10,30,0,300"
"0,0,1,20,6,30,2,10,16,15,16,60,16,35,16,10,3,180,3,180,3,60,16,30,16,50,0,100,7,35,1,45,9,5,4,95,4,35,10,25,0,420"
"0,165,1,25,16,110,3,240,2,30,16,60,8,240,16,30,2,20,10,40,9,60,4,120,10,60,0,240"
"0,120,1,60,5,105,6,15,16,90,3,160,2,20,11,60,16,30,8,200,16,95,9,35,6,30,4,90,1,30,10,15,10,45,0,240"
"0,120,1,30,16,90,3,180,3,180,11,30,16,90,4,120,12,90,2,60,10,210,0,240"
"0,165,2,15,6,60,16,5,16,25,3,5,3,85,4,120,2,60,7,0,8,30,16,30,8,60,7,240,16,60,9,30,6,30,2,45,10,25,1,20,0,330"
"0,60,0,30,1,10,6,20,16,120,3,60,3,30,2,15,10,15,3,140,11,40,2,110,16,115,0,75,9,60,4,150,10,30,10,30,10,90,0,240"
"0,270,1,20,2,10,8,300,16,60,3,180,16,60,4,120,2,60,10,120,0,240"
"0,150,1,30,2,20,16,80,3,275,16,30,8,35,2,60,8,190,16,50,12,70,1,15,4,55,2,20,10,90,0,270"
"0,300,1,30,2,90,3,180,16,60,2,60,3,150,12,90,16,30,2,30,11,90,4,240,0,90"
"0,240,1,15,6,15,16,30,3,240,2,15,3,105,16,40,2,20,10,30,8,90,4,150,2,30,10,120,11,30,10,30,0,235,0,5"
"0,180,1,20,6,25,16,75,3,240,2,15,3,285,16,120,6,60,2,120,0,300"
"0,120,1,90,6,90,3,300,2,60,4,120,10,330,0,330"
"0,240,0,30,1,30,3,120,8,240,2,120,8,180,10,150,0,330"
"0,300,3,120,6,15,2,45,4,60,12,60,1,30,2,90,3,120,6,120,2,60,4,345,1,30,2,35,10,5,0,5"
"0,240,1,40,6,20,2,60,4,330,6,30,2,40,4,140,9,60,10,60,10,120,1,30,0,270"
"0,180,1,10,6,30,2,20,1,30,16,30,3,360,2,10,3,170,16,30,4,30,5,60,12,60,10,120,1,30,8,60,0,210"
"0,180,1,60,2,30,16,30,3,240,16,60,2,60,8,240,16,60,4,120,10,60,0,300"
"0,300,1,20,2,70,16,30,3,125,11,5,7,20,2,30,16,15,10,45,9,40,16,20,3,120,11,20,16,20,10,20,4,60,10,40,0,90,10,110,0,240"
"0,75,1,45,6,45,2,35,16,100,5,220,16,60,5,140,4,120,16,60,1,50,2,25,11,30,4,75,0,360"
"0,180,12,60,6,30,2,30,3,240,1,60,2,30,16,30,8,240,16,60,2,60,10,60,4,60,10,30,0,270"
"0,360,6,120,10,60,1,120,2,40,3,380,16,60,0,300"
"0,170,1,10,12,70,15,30,2,20,1,60,8,120,16,60,3,120,2,60,8,120,3,120,16,45,2,15,4,90,0,330"
"0,90,1,60,16,0,0,60,4,90,3,120,3,120,11,60,2,60,16,60,8,60,8,60,8,105,16,45,6,90,1,30,4,90,0,240"
"0,240,0,120,12,120,1,75,6,75,2,60,4,100,16,50,3,240,16,30,2,30,10,30,10,20,0,250"
"0,240,1,60,5,60,5,60,2,30,4,40,1,110,16,100,3,365,16,45,2,30,4,120,0,180"
"0,60,1,40,16,80,3,900,16,90,2,30,4,60,10,60,0,120"
"0,210,8,480,2,30,3,450,0,270"
"0,60,1,30,6,30,16,60,3,480,2,30,8,270,10,25,6,35,2,120,0,300"
"0,30,1,30,6,30,16,90,3,420,16,100,8,290,16,75,4,135,0,240"
"0,40,1,20,6,10,2,25,16,85,3,60,3,120,3,15,8,45,8,50,3,35,16,35,8,95,8,85,2,40,8,160,16,55,4,90,9,50,6,65,0,260"
"0,120,0,30,16,60,3,330,3,120,16,60,2,60,4,60,11,120,10,90,2,30,1,90,0,270"
"0,240,1,30,6,30,16,60,3,60,2,30,3,100,16,80,8,510,16,60,2,20,4,70,0,150"
"0,180,1,30,2,30,9,30,16,30,3,120,16,20,2,40,4,150,6,60,16,30,3,120,16,20,12,70,1,15,16,15,3,120,16,15,6,45,11,60,0,240"
"0,110,1,40,16,30,3,250,16,30,4,80,8,240,2,60,4,120,1,60,0,420"
"0,300,9,250,12,50,1,30,4,45,16,45,3,180,16,75,2,45,10,90,4,90,0,240"
"0,240,1,15,6,15,2,5,16,25,3,360,16,30,2,20,16,10,8,180,16,45,4,15,12,75,16,5,6,25,2,15,10,120,0,240"
"0,10,11,80,12,70,16,40,1,40,4,60,1,60,6,0,2,30,10,30,3,20,0,1000"
"0,195,1,30,2,25,16,40,3,370,16,20,2,35,4,125,12,105,10,85,2,50,1,90,0,270"
"0,300,10,60,3,180,2,60,4,120,3,125,1,295,0,300"
"0,240,1,60,6,60,16,60,3,420,16,60,4,60,12,60,1,60,0,360"
"0,180,0,120,1,120,16,55,3,125,2,180,4,180,4,280,0,200"
"0,270,1,60,6,30,2,60,3,90,16,150,2,510,0,270"
"0,360,0,30,1,30,3,90,16,30,3,130,16,50,2,60,10,120,4,120,2,60,4,120,12,90,1,30,0,120"
"0,60,12,240,12,60,4,180,3,300,8,120,4,120,0,360"
"0,180,6,90,16,30,12,90,16,30,3,240,3,30,2,120,16,30,3,180,16,30,4,50,1,20,0,320"
"0,90,1,30,15,30,4,75,13,45,16,45,8,105,3,120,16,60,2,60,3,180,16,30,12,150,16,15,2,25,8,80,1,30,0,270"
"0,210,16,90,3,390,2,100,11,315,1,90,0,245"
"0,60,1,60,16,60,3,360,16,60,9,125,11,55,4,180,13,180,0,300"
"0,0,15,30,1,30,16,175,3,185,2,185,16,180,2,55,4,60,5,170,12,25,0,345"
"0,60,1,60,16,420,16,60,2,60,10,60,10,60,9,60,12,120,1,60,2,60,4,60,4,60,10,60,0,180"
"0,100,6,65,16,185,6,40,11,300,16,20,3,260,16,70,4,10,9,25,9,5,1,30,6,40,0,20,0,270"
"0,60,16,60,1,30,6,15,16,75,8,360,2,195,3,105,16,90,4,90,0,360"
"0,140,1,100,3,60,5,120,16,260,2,220,5,60,11,40,6,110,4,90,0,240"
"0,180,3,450,16,300,16,30,4,300,0,180"
"0,60,1,60,16,120,3,240,0,0,16,125,2,35,12,80,4,120,9,60,10,90,15,60,4,35,0,355"
"0,30,1,45,2,30,16,75,3,90,6,360,16,30,2,60,4,330,2,30,10,60,0,300"
"0,55,2,95,3,25,3,65,3,60,3,60,3,120,3,60,3,60,2,120,16,60,9,60,10,60,4,60,4,60,4,60,4,60,4,60,0,105,0,130,0,5"
"0,0,1,60,16,120,3,360,16,135,2,65,4,310,0,60,0,330"
"0,60,16,120,3,600,4,185,12,120,0,355"
"0,60,1,30,16,90,3,95,16,5,10,45,8,35,2,10,8,350,16,60,3,10,2,230,16,80,6,20,2,20,4,30,10,45,0,225"
"0,120,1,35,2,25,6,15,16,75,11,60,3,220,2,20,11,30,5,140,16,100,4,120,1,30,10,60,2,30,11,35,16,25,10,20,15,15,0,265"
"0,60,16,120,3,600,16,100,4,200,2,30,10,90,0,240"
"0,180,6,90,3,150,2,60,16,120,5,120,16,105,2,45,1,30,2,60,12,90,2,120,0,270"
"0,140,6,40,16,120,8,300,16,60,3,360,16,30,1,15,2,15,10,120,0,240"
"0,180,1,115,16,270,6,735,0,140"
"0,160,0,20,6,30,2,40,16,60,3,245,16,85,2,70,9,50,10,235,12,85,2,80,0,280"
"0,50,1,30,16,70,2,30,3,120,16,95,12,115,1,40,2,65,16,105,3,90,16,90,8,85,6,205,0,250"
"0,90,16,90,3,180,2,60,16,90,8,210,2,240,16,60,2,60,4,180,0,180"
"0,90,1,55,16,35,3,720,16,180,0,360"
"0,90,1,15,6,15,16,60,3,255,16,60,2,45,10,90,2,90,4,120,3,120,12,75,6,15,2,30,10,60,0,300"
"0,60,6,30,1,15,16,15,16,60,3,210,2,30,4,60,11,60,7,30,2,15,16,75,3,150,11,30,3,150,16,60,6,15,2,15,4,180,1,35,0,145"
"0,60,1,60,16,60,3,240,5,120,16,60,6,30,2,60,4,270,6,30,2,30,10,120,0,300"
"0,90,16,90,3,240,3,120,6,30,2,90,3,120,16,120,4,120,2,30,1,90,0,300"
"0,180,6,30,16,5,8,295,16,60,3,330,16,60,4,120,0,360"
"0,120,1,30,16,30,3,360,3,30,16,30,6,120,2,60,4,180,1,35,11,60,0,385"
"0,70,1,20,6,20,16,30,13,45,3,425,2,65,16,85,8,255,16,45,4,25,0,355"
"0,120,1,60,6,30,2,30,16,60,8,300,16,45,2,15,3,360,16,60,2,30,4,150,0,180"
"0,60,16,120,3,360,16,120,2,45,16,15,8,390,16,15,2,15,1,45,4,105,0,150"
"0,90,1,30,16,60,3,240,16,60,4,90,2,30,16,60,8,180,16,60,11,40,4,50,1,10,1,20,2,80,0,340"
"0,60,1,60,6,15,16,45,3,360,11,30,7,35,2,55,3,30,4,30,16,45,8,75,8,60,12,80,10,20,4,110,4,90,4,120,4,60,0,60"
"0,90,1,15,2,15,16,60,3,120,15,120,3,120,2,10,16,50,8,270,16,30,15,60,6,60,2,30,4,120,1,45,0,225"
"0,60,1,45,6,15,2,30,16,30,3,240,16,120,8,420,16,125,4,115,0,240"
"0,160,1,40,6,40,16,60,3,240,16,60,2,40,16,20,5,240,16,40,2,50,4,210,0,240"
"0,30,1,30,10,15,16,120,3,105,2,30,3,210,16,90,2,30,4,180,10,60,10,120,2,30,1,30,10,60,0,300"
"0,90,6,30,16,60,3,480,11,180,16,60,10,210,0,330"
"0,90,1,50,6,20,16,20,3,660,16,40,2,40,12,100,2,30,0,390"
"0,60,0,60,0,60,0,30,1,30,2,30,16,30,12,60,12,60,12,20,16,25,2,30,10,30,1,30,4,25,9,30,6,15,16,65,3,500,0,250"
"0,90,1,30,2,30,16,60,16,30,8,400,16,20,3,120,16,60,8,60,16,80,6,130,0,330"
"0,120,2,30,16,30,3,100,16,80,8,210,16,60,2,60,16,30,3,120,16,60,12,120,16,60,2,30,4,30,1,30,4,60,0,210"
"0,100,1,25,16,55,12,120,1,120,3,150,2,60,11,5,10,25,3,180,16,75,2,25,10,30,10,20,4,105,1,30,0,315"
"0,100,1,35,16,45,3,480,16,90,2,60,4,120,11,90,1,60,15,60,0,300"
"0,180,12,95,1,85,6,50,8,130,2,60,16,60,3,420,16,40,2,50,0,270"
"0,120,0,90,6,60,16,45,3,105,11,150,2,210,16,90,6,30,10,30,10,90,12,40,4,80,2,30,10,50,1,40,4,90,0,90"
"0,60,6,90,16,30,3,540,11,180,4,300,0,240"
"0,120,1,60,16,60,3,180,16,40,15,140,16,60,3,150,16,30,8,120,16,40,12,80,6,30,2,60,1,60,4,90,0,120"
"0,20,1,30,3,130,3,180,4,420,9,180,12,300,0,180"
"0,60,6,30,16,30,12,90,1,30,16,20,4,40,3,225,16,15,8,240,16,40,11,40,4,400,0,180"
"0,165,1,25,6,5,2,15,16,60,8,330,2,60,8,60,16,60,3,240,16,60,9,30,2,30,10,60,0,240"
"0,60,1,60,16,60,3,360,0,60,16,60,8,300,16,150,4,30,6,60,1,60,0,60,0,60,0,60"
"0,140,1,40,6,10,16,50,8,360,2,60,8,120,16,60,3,120,16,30,2,30,1,30,4,60,0,330"
"0,150,1,30,6,30,2,30,16,30,8,360,16,15,2,25,16,50,3,360,16,30,1,30,2,45,10,15,4,110,1,10,0,120"
"0,60,6,20,1,25,16,75,3,30,2,30,12,540,16,300,4,50,1,130,0,180"
"0,0,1,120,1,90,6,15,2,15,16,120,3,240,16,165,9,75,6,45,2,5,4,280,10,100,0,170"
"0,10,16,50,6,60,1,0,2,30,6,15,2,15,16,15,4,30,8,105,9,90,1,30,0,990"
"0,60,1,20,6,20,2,15,3,515,16,50,2,100,4,180,12,90,2,30,1,90,0,270"
"0,105,1,45,16,90,8,360,16,60,3,360,16,45,2,35,4,100,0,240"
"0,255,6,25,16,25,3,235,16,180,2,120,12,85,1,35,4,105,2,210,0,165"
"0,180,1,30,6,30,2,60,16,30,16,60,3,150,16,155,2,50,4,395,0,300"
"0,90,6,30,2,30,16,60,3,150,16,60,10,60,7,60,6,40,2,30,16,50,3,90,11,30,3,240,16,60,6,30,2,30,1,60,0,240"
"0,120,1,30,16,90,8,90,2,270,16,60,2,15,3,345,16,60,2,60,4,60,6,15,10,15,0,210"
"0,110,2,15,16,55,3,30,4,90,2,190,2,170,8,150,16,90,1,60,2,120,0,360"
"0,70,1,25,6,25,16,60,3,360,11,5,2,35,11,80,4,35,10,35,16,65,4,90,10,55,10,5,7,45,2,75,0,375"
"0,220,0,10,6,55,9,195,16,60,3,380,12,70,16,30,4,165,1,35,0,220"
"0,165,0,15,12,60,2,20,1,10,16,30,3,240,16,30,2,30,4,60,11,150,4,180,2,50,6,10,4,30,1,30,0,330"
"0,190,16,50,0,30,16,30,3,210,16,30,2,90,16,30,3,160,4,30,16,130,10,60,2,70,0,330"
"0,150,16,30,3,480,2,30,16,30,5,150,16,30,12,120,16,15,2,35,10,10,10,155,10,55,0,150"
"0,105,16,75,5,120,3,120,2,120,12,0,13,120,1,30,2,0,8,40,4,50,11,120,3,105,6,15,16,150,0,270"
"0,100,1,10,6,25,2,20,3,25,3,360,16,30,6,60,2,30,10,180,4,180,0,5,0,415"
"0,0,15,60,1,60,16,60,3,120,3,60,2,240,3,120,3,120,16,120,4,60,2,60,10,60,0,300"
"0,180,1,90,6,30,8,515,16,25,3,120,16,60,12,120,1,60,0,240"
"0,85,1,45,16,50,3,270,2,90,3,150,12,95,11,110,16,40,4,60,10,25,2,55,1,30,10,35,0,300"
"0,180,5,120,6,30,2,50,16,160,3,240,3,120,11,15,16,105,6,30,2,30,4,90,1,30,10,30,0,210"
"0,240,1,90,6,50,9,70,4,30,16,60,16,30,16,30,3,60,3,60,3,60,2,60,3,60,3,60,3,5,16,35,16,35,2,40,1,35,4,70,0,260"
"0,95,2,45,16,40,3,180,2,20,3,160,12,120,1,30,16,50,6,20,2,20,9,30,10,10,10,20,10,30,4,150,6,20,2,20,9,20,4,75,0,285"
"0,220,1,20,16,40,2,20,3,390,2,90,5,120,16,40,11,50,2,60,10,150,1,60,0,180"
"0,295,1,20,2,25,10,20,10,30,16,30,3,360,16,30,10,30,10,60,6,60,2,60,4,240,1,60,0,120"
"0,180,1,470,16,445,16,100,0,245"
"0,85,12,35,1,30,16,35,3,110,16,65,12,90,16,30,6,55,10,80,2,70,16,40,3,110,16,60,4,125,2,55,10,15,0,50,0,295,0,5"
"0,300,1,30,2,65,16,65,3,200,16,40,2,0,4,320,1,30,4,330,0,60"
"0,20,1,60,16,100,3,180,2,120,16,60,10,60,9,65,0,115,2,90,12,30,10,0,10,5,10,85,4,45,10,45,6,65,2,25,0,270"
"0,210,6,45,16,45,8,540,3,180,12,120,16,30,1,60,0,210"
"0,180,10,60,4,180,1,45,2,35,16,120,11,70,4,30,3,190,16,140,2,40,9,80,4,90,10,65,10,60,0,25,0,10,0,10,0,10"
"0,180,1,60,6,60,2,50,8,370,16,5,10,55,3,290,16,60,2,10,4,60,0,240"
"0,180,1,10,6,10,2,10,16,30,3,360,16,30,6,30,2,30,8,240,9,60,6,30,2,5,10,240,0,175"
"0,120,1,80,16,40,8,600,16,35,6,25,2,20,16,30,3,100,16,30,1,30,6,40,4,50,0,240"
"0,90,16,30,3,25,1,60,6,15,16,95,8,45,16,40,11,50,9,30,0,960"
"0,40,1,70,16,40,16,30,3,240,3,130,11,120,12,110,4,120,16,90,6,30,2,60,4,60,1,30,10,40,0,230"
"0,60,6,30,1,30,16,60,3,360,16,190,2,230,4,135,2,340,0,5"
"0,60,0,60,1,20,6,10,2,30,16,60,3,420,16,50,2,40,4,420,0,270"
"0,150,10,150,1,30,2,30,16,45,4,195,2,30,10,90,4,210,3,90,16,30,2,30,10,90,10,30,0,240"
"0,120,1,20,2,25,16,15,3,360,16,30,6,30,2,90,16,30,3,240,16,40,6,20,2,30,4,60,1,60,0,270"
"0,120,1,25,6,25,16,10,3,360,12,120,2,60,16,60,4,120,1,120,2,30,10,90,0,300"
"0,110,8,10,1,60,12,60,16,30,1,30,3,120,4,210,2,90,15,340,0,380"
"0,240,1,15,2,20,16,35,3,240,16,60,12,80,16,25,2,40,10,25,10,70,4,280,0,310"
"0,120,1,30,6,60,2,15,16,90,3,225,5,120,16,90,2,30,12,60,8,150,4,180,0,270"
"0,100,1,30,6,10,2,20,16,20,8,95,16,40,8,255,2,30,8,195,16,45,12,60,4,120,2,20,10,50,1,15,0,335"
"0,145,1,50,16,45,3,360,16,25,9,110,4,260,6,30,2,95,0,320"
"0,165,12,75,1,40,6,50,16,30,8,210,3,370,16,50,2,60,0,390"
"0,225,12,70,7,65,2,60,1,35,6,25,16,115,3,360,16,90,2,35,4,150,0,210"
"0,150,1,30,2,90,16,30,8,275,7,5,16,25,3,355,16,35,6,55,10,20,9,70,4,150,0,150"
"0,105,1,35,2,10,16,30,3,300,16,20,8,175,16,35,6,10,2,60,16,15,12,105,16,15,4,75,2,30,9,30,10,90,0,300"
"0,120,16,60,3,75,3,45,3,60,3,60,3,115,3,5,16,60,2,60,2,60,3,60,3,120,3,30,3,35,3,40,16,75,16,10,2,15,4,5,0,330"
"0,105,12,135,3,60,3,240,8,150,2,60,8,330,2,60,0,300"
"0,190,1,50,12,90,1,60,6,30,16,15,8,185,16,10,2,30,0,35,16,25,3,240,16,30,11,110,16,25,10,30,1,45,0,240"
"0,60,0,60,1,15,2,15,16,30,3,0,10,30,10,150,4,180,16,60,2,480,0,360"
"0,155,16,0,0,25,3,0,12,360,16,60,2,180,4,180,10,20,10,85,2,135,0,240"
"0,290,3,130,12,30,2,30,10,60,4,0,3,120,2,30,2,120,11,30,10,240,4,120,0,240"
"0,180,16,20,12,85,2,15,3,120,3,120,12,120,16,30,6,15,2,25,1,30,0,80,2,30,15,100,6,20,2,60,10,45,1,15,0,330"
"0,160,16,20,3,360,12,90,16,40,2,50,10,60,4,120,5,145,1,20,4,60,10,45,0,270"
"0,105,1,25,16,60,4,105,2,15,4,290,2,70,16,65,11,45,10,120,10,35,4,105,5,85,1,25,0,290"
"0,120,1,60,3,240,12,180,6,60,2,120,4,185,10,175,0,300"
"0,210,12,90,8,420,3,240,4,120,0,360"
"0,180,16,120,3,490,3,110,16,60,4,0,0,480"
"0,120,4,120,16,60,2,60,3,240,2,120,3,180,16,60,0,480"
"0,150,1,60,16,150,2,60,3,120,8,25,11,20,7,20,4,115,15,120,16,0,3,35,2,85,12,100,9,0,9,20,14,15,4,45,10,25,1,25,0,250"
"0,230,2,40,16,30,3,120,10,15,4,105,16,35,0,85,2,30,4,0,2,30,3,120,4,60,10,120,16,20,11,10,16,30,4,240,0,120"
"0,300,1,60,6,20,2,10,16,60,3,120,16,30,8,90,2,60,8,150,16,60,11,60,2,120,0,300"
"0,180,3,420,16,60,8,480,1,60,0,240"
"0,150,1,75,16,75,8,240,16,60,5,120,16,120,3,240,16,60,0,300"
"0,120,0,15,1,45,6,20,2,25,16,75,8,315,16,90,6,45,2,45,16,45,3,210,16,45,6,15,2,30,4,120,0,180"
"0,180,1,30,16,30,8,420,16,60,3,330,16,30,2,60,6,30,0,270"
"0,165,15,15,8,490,2,50,4,250,1,60,2,35,10,45,0,330"
"0,180,6,30,12,55,1,25,2,40,8,225,16,105,3,240,16,60,12,75,16,15,2,15,1,15,4,90,0,270"
"0,70,0,50,1,60,6,30,2,30,16,60,3,60,3,60,3,60,3,60,3,10,16,50,12,120,2,45,4,75,3,120,3,120,11,30,2,60,10,30,0,240"
"0,60,0,60,0,60,5,60,5,60,9,60,1,60,1,50,16,75,16,55,3,60,3,60,3,60,3,60,3,60,3,60,3,70,16,50,16,5,6,70,0,285"
"0,180,4,180,1,60,2,60,16,60,3,540,16,60,2,60,0,240"
"0,180,6,90,16,30,8,300,16,30,6,30,2,30,10,30,10,60,3,180,12,60,2,60,4,120,0,240"
"0,60,6,30,1,50,16,40,3,60,16,60,15,420,16,60,3,120,16,30,9,60,6,30,10,90,0,330"
"0,300,2,60,1,60,4,150,16,30,3,100,2,275,16,15,2,40,1,50,10,75,0,285"
"0,240,10,60,5,0,8,60,6,0,3,120,9,120,16,60,5,60,8,30,2,30,11,0,9,60,10,150,1,0,12,30,4,60,10,0,7,30,10,60,0,270"
"0,105,2,25,6,20,16,40,3,120,3,110,3,130,12,170,2,120,10,125,4,55,2,65,1,35,10,20,10,50,0,250"
"0,85,0,35,1,20,6,20,16,30,3,230,16,30,12,90,16,30,8,120,16,30,3,120,16,20,2,40,4,60,8,120,2,30,1,30,0,300"
"0,120,1,30,6,15,16,25,3,340,16,30,7,40,2,60,4,120,10,60,3,120,4,240,0,240"
"0,300,0,60,6,0,2,90,4,30,12,0,6,45,10,15,6,0,1,70,9,50,16,60,3,60,3,120,3,60,16,120,10,240,0,120"
"0,60,1,30,6,30,12,120,15,60,8,360,4,20,3,400,0,360"
"0,120,3,30,15,90,16,60,8,60,6,90,0,990"
"0,180,6,60,3,20,16,70,8,150,4,165,16,45,7,30,3,240,10,60,11,30,10,20,16,25,2,30,1,25,4,80,10,30,0,180"
"0,120,1,30,6,30,16,60,8,240,2,30,16,90,3,360,16,90,2,30,1,90,0,270"
"0,180,1,15,6,45,2,30,16,30,3,120,16,30,8,120,2,90,16,60,3,120,8,0,11,120,3,120,1,0,10,0,15,60,0,300"
"0,90,16,30,1,60,3,360,6,60,2,300,4,180,0,360"
"0,180,16,240,3,150,2,30,3,240,16,120,4,120,1,30,2,30,0,300"
"0,60,1,30,6,30,2,30,16,90,8,240,16,75,2,45,3,360,16,75,2,25,4,80,0,300"
